REF_DATE,PRENAME,Sex,Age group and first officiel language spoken,Immigrant and generation status,Visible minority status,"Highest certificate, diploma or degree",Indicators,VALUE
2016,Newfoundland and Labrador,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Not a visible minority,"Total – Highest certificate, diploma or degree",Employment rate,49.3
2006,Newfoundland and Labrador,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Not a visible minority,"Total – Highest certificate, diploma or degree",Unemployment rate,18.6
2011,Newfoundland and Labrador,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Not a visible minority,"Total – Highest certificate, diploma or degree",Unemployment rate,14.6
2016,Newfoundland and Labrador,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Not a visible minority,"Total – Highest certificate, diploma or degree",Unemployment rate,15.8
2006,Newfoundland and Labrador,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Not a visible minority,"Total – Highest certificate, diploma or degree",Population in full-time employment,80.4
2011,Newfoundland and Labrador,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Not a visible minority,"Total – Highest certificate, diploma or degree",Population in full-time employment,82.8
2016,Newfoundland and Labrador,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Not a visible minority,"Total – Highest certificate, diploma or degree",Population in full-time employment,81.5
2006,Prince Edward Island,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Total – Visible minority,"Total – Highest certificate, diploma or degree",Participation rate,68.2
2011,Prince Edward Island,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Total – Visible minority,"Total – Highest certificate, diploma or degree",Participation rate,68.3
2016,Prince Edward Island,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Total – Visible minority,"Total – Highest certificate, diploma or degree",Participation rate,66.4
2006,Prince Edward Island,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Total – Visible minority,"Total – Highest certificate, diploma or degree",Employment rate,60.7
2011,Prince Edward Island,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Total – Visible minority,"Total – Highest certificate, diploma or degree",Employment rate,60.1
2016,Prince Edward Island,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Total – Visible minority,"Total – Highest certificate, diploma or degree",Employment rate,58.2
2006,Prince Edward Island,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Total – Visible minority,"Total – Highest certificate, diploma or degree",Unemployment rate,11.1
2011,Prince Edward Island,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Total – Visible minority,"Total – Highest certificate, diploma or degree",Unemployment rate,12.1
2016,Prince Edward Island,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Total – Visible minority,"Total – Highest certificate, diploma or degree",Unemployment rate,12.3
2006,Prince Edward Island,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Total – Visible minority,"Total – Highest certificate, diploma or degree",Population in full-time employment,80.7
2011,Prince Edward Island,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Total – Visible minority,"Total – Highest certificate, diploma or degree",Population in full-time employment,80.6
2016,Prince Edward Island,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Total – Visible minority,"Total – Highest certificate, diploma or degree",Population in full-time employment,79.9
2006,Prince Edward Island,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Visible minority population,"Total – Highest certificate, diploma or degree",Participation rate,59
2011,Prince Edward Island,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Visible minority population,"Total – Highest certificate, diploma or degree",Participation rate,60.4
2016,Prince Edward Island,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Visible minority population,"Total – Highest certificate, diploma or degree",Participation rate,62.4
2006,Prince Edward Island,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Visible minority population,"Total – Highest certificate, diploma or degree",Employment rate,52.3
2011,Prince Edward Island,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Visible minority population,"Total – Highest certificate, diploma or degree",Employment rate,50.3
2016,Prince Edward Island,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Visible minority population,"Total – Highest certificate, diploma or degree",Employment rate,54.9
2006,Prince Edward Island,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Visible minority population,"Total – Highest certificate, diploma or degree",Unemployment rate,11.5
2011,Prince Edward Island,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Visible minority population,"Total – Highest certificate, diploma or degree",Unemployment rate,16.7
2016,Prince Edward Island,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Visible minority population,"Total – Highest certificate, diploma or degree",Unemployment rate,11.9
2006,Prince Edward Island,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Visible minority population,"Total – Highest certificate, diploma or degree",Population in full-time employment,69.2
2011,Prince Edward Island,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Visible minority population,"Total – Highest certificate, diploma or degree",Population in full-time employment,77.1
2016,Prince Edward Island,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Visible minority population,"Total – Highest certificate, diploma or degree",Population in full-time employment,75.6
2006,Prince Edward Island,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,South Asian,"Total – Highest certificate, diploma or degree",Participation rate,90.9
2011,Prince Edward Island,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,South Asian,"Total – Highest certificate, diploma or degree",Participation rate,60.3
2016,Prince Edward Island,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,South Asian,"Total – Highest certificate, diploma or degree",Participation rate,67.4
2006,Prince Edward Island,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,South Asian,"Total – Highest certificate, diploma or degree",Employment rate,90.9
2011,Prince Edward Island,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,South Asian,"Total – Highest certificate, diploma or degree",Employment rate,52.9
2016,Prince Edward Island,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,South Asian,"Total – Highest certificate, diploma or degree",Employment rate,60.4
2006,Prince Edward Island,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,South Asian,"Total – Highest certificate, diploma or degree",Unemployment rate,
2011,Prince Edward Island,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,South Asian,"Total – Highest certificate, diploma or degree",Unemployment rate,12.2
2016,Prince Edward Island,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,South Asian,"Total – Highest certificate, diploma or degree",Unemployment rate,10.3
2006,Prince Edward Island,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,South Asian,"Total – Highest certificate, diploma or degree",Population in full-time employment,90.5
2011,Prince Edward Island,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,South Asian,"Total – Highest certificate, diploma or degree",Population in full-time employment,73
